	log2FoldChange	padj	external_gene_name	Description
ENSG00000175147	-1.29160878335581	8.56047841960656e-17	TMEM51-AS1	TMEM51 antisense RNA 1
ENSG00000142156	3.19238897854383	9.6975272908072e-17	COL6A1	collagen type VI alpha 1 chain
ENSG00000138271	-2.91494223470499	9.98657502741787e-17	GPR87	G protein-coupled receptor 87
ENSG00000151116	1.00922006727993	1.33221020154656e-16	UEVLD	UEV and lactate/malate dehyrogenase domains
ENSG00000165309	-4.24726713247608	1.33221020154656e-16	ARMC3	armadillo repeat containing 3
ENSG00000101842	8.73404587584707	1.45977525237728e-16	VSIG1	V-set and immunoglobulin domain containing 1
ENSG00000196136	2.37921182945206	1.54798552979343e-16	SERPINA3	serpin family A member 3
ENSG00000145431	-1.3503648327716	1.57970748901123e-16	PDGFC	platelet derived growth factor C
ENSG00000150907	1.51170192537857	1.5979454008827699e-16	FOXO1	forkhead box O1
ENSG00000104951	-2.71037002719993	2.11215480604714e-16	IL4I1	interleukin 4 induced 1
ENSG00000167105	1.10877135269518	2.51248621736899e-16	TMEM92	transmembrane protein 92
ENSG00000164877	-1.12302339062575	3.49727912127534e-16	MICALL2	MICAL like 2
ENSG00000139144	-2.97199870797148	4.63223848255232e-16	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
ENSG00000073712	1.16625568532469	5.056415973565201e-16	FERMT2	FERM domain containing kindlin 2
ENSG00000130475	-1.89190206197504	5.2617488537581e-16	FCHO1	FCH and mu domain containing endocytic adaptor 1
ENSG00000112308	1.03620581651659	5.37562522110016e-16	C6orf62	chromosome 6 open reading frame 62
ENSG00000163283	1.32628257273775	5.78097819471411e-16	ALPP	alkaline phosphatase, placental
ENSG00000133321	-1.45764918704063	7.11485964436181e-16	PLAAT4	phospholipase A and acyltransferase 4
ENSG00000075336	1.36455500046885	1.0113823303133401e-15	TIMM21	translocase of inner mitochondrial membrane 21
ENSG00000144452	-1.94544841452303	1.5429556193820201e-15	ABCA12	ATP binding cassette subfamily A member 12
ENSG00000111817	-2.55131577298459	1.58528795640344e-15	DSE	dermatan sulfate epimerase
ENSG00000159713	-1.82131132728155	3.90947192930907e-15	TPPP3	tubulin polymerization promoting protein family member 3
ENSG00000198053	-1.12150874692266	4.63018691034468e-15	SIRPA	signal regulatory protein alpha
ENSG00000164236	1.10779990228554	4.9962705244797606e-15	ANKRD33B	ankyrin repeat domain 33B
ENSG00000154358	-1.149569456025	5.38092973411067e-15	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
ENSG00000180787	-3.8735781992619	5.8494268993608805e-15	ZFP3	ZFP3 zinc finger protein
ENSG00000099994	-2.78291710839271	7.18971331055756e-15	SUSD2	sushi domain containing 2
ENSG00000002933	-2.56318875978408	8.521368146333251e-15	TMEM176A	transmembrane protein 176A
ENSG00000167676	-1.77438350125054	8.521368146333251e-15	PLIN4	perilipin 4
ENSG00000115828	-1.91095425627817	9.21696634225484e-15	QPCT	glutaminyl-peptide cyclotransferase
ENSG00000082438	-1.3234964240224	1.0426432730655e-14	COBLL1	cordon-bleu WH2 repeat protein like 1
ENSG00000164414	-1.28460366403071	1.25139251733556e-14	SLC35A1	solute carrier family 35 member A1
ENSG00000197353	1.14451122806245	1.57614275663029e-14	LYPD2	LY6/PLAUR domain containing 2
ENSG00000178695	1.499045239837	1.57659033339258e-14	KCTD12	potassium channel tetramerization domain containing 12
ENSG00000166261	-1.27769016436872	1.61160945128738e-14	ZNF202	zinc finger protein 202
ENSG00000109956	-1.68516513136099	1.70250261495531e-14	B3GAT1	beta-1,3-glucuronyltransferase 1
ENSG00000181499	-8.0360218358592	2.11258238095492e-14	OR6T1	olfactory receptor family 6 subfamily T member 1
ENSG00000104899	-1.93370010139697	2.2775374303489503e-14	AMH	anti-Mullerian hormone
ENSG00000143320	-1.3418894560368	2.6976615594998303e-14	CRABP2	cellular retinoic acid binding protein 2
ENSG00000100979	-1.01493402537635	2.91120472647656e-14	PLTP	phospholipid transfer protein
ENSG00000169871	-1.14623740702188	3.54109173746582e-14	TRIM56	tripartite motif containing 56
ENSG00000172478	-1.27638888021697	3.79721044165273e-14	MAB21L4	mab-21 like 4
ENSG00000141258	-1.03325773727537	4.41826991519774e-14	SGSM2	small G protein signaling modulator 2
ENSG00000157741	-1.3063388364953	4.59235762792863e-14	UBN2	ubinuclein 2
ENSG00000174227	-1.04754970162369	5.18697218334698e-14	PIGG	phosphatidylinositol glycan anchor biosynthesis class G
ENSG00000082014	-1.21477772424121	7.33959396184731e-14	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
ENSG00000137267	1.46901145139497	7.33959396184731e-14	TUBB2A	tubulin beta 2A class IIa
ENSG00000290032	1.89862005199826	7.42110591928816e-14		
ENSG00000266094	-1.44283625909375	8.07485641066961e-14	RASSF5	Ras association domain family member 5
ENSG00000251629	-6.36923697440705	1.23434886677748e-13	LINC02241	long intergenic non-protein coding RNA 2241
ENSG00000198721	1.4823470417221	1.25817355367695e-13	ECI2	enoyl-CoA delta isomerase 2
ENSG00000170873	1.36514973702578	1.31673264233061e-13	MTSS1	MTSS I-BAR domain containing 1
ENSG00000088756	-4.37492656306836	1.96609187553975e-13	ARHGAP28	Rho GTPase activating protein 28
ENSG00000253522	-1.82563537773162	2.04625536075859e-13	MIR3142HG	MIR3142 host gene
ENSG00000112164	-3.27080190587026	2.41490136110584e-13	GLP1R	glucagon like peptide 1 receptor
ENSG00000151445	1.01530531755759	2.50572239788639e-13	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
ENSG00000169436	-4.29291054591518	2.60142881503845e-13	COL22A1	collagen type XXII alpha 1 chain
ENSG00000146678	1.30273849829138	2.7538727532705e-13	IGFBP1	insulin like growth factor binding protein 1
ENSG00000167741	-1.46628148865154	3.18653778479778e-13	GGT6	gamma-glutamyltransferase 6
ENSG00000101825	-7.92359750065445	3.33882739475559e-13	MXRA5	matrix remodeling associated 5
ENSG00000120075	-1.26888355546021	3.38460063600382e-13	HOXB5	homeobox B5
ENSG00000233429	-1.10458113271441	4.13679645744497e-13	HOTAIRM1	HOXA transcript antisense RNA, myeloid-specific 1
ENSG00000213199	-3.369341875912	6.13631895401255e-13	ASIC3	acid sensing ion channel subunit 3
ENSG00000076356	1.46115686671837	7.282873063473429e-13	PLXNA2	plexin A2
ENSG00000152661	1.53997332002499	7.39497669106815e-13	GJA1	gap junction protein alpha 1
ENSG00000124406	1.75411335030584	8.19180411975059e-13	ATP8A1	ATPase phospholipid transporting 8A1
ENSG00000256671	-2.39620672627458	8.72948335788264e-13	LIMS4	LIM zinc finger domain containing 4
ENSG00000115687	-1.05835336474917	9.129782500829899e-13	PASK	PAS domain containing serine/threonine kinase
ENSG00000179083	7.85161313963702	9.129782500829899e-13	FAM133A	family with sequence similarity 133 member A
ENSG00000264112	-1.35860259523349	9.17450788386989e-13		
ENSG00000167779	1.00515133437165	1.4339482192316899e-12	IGFBP6	insulin like growth factor binding protein 6
ENSG00000158373	1.04566364873674	1.4340663230615998e-12	H2BC5	H2B clustered histone 5
ENSG00000134363	1.43410325125435	1.47276287489039e-12	FST	follistatin
ENSG00000243989	1.00743862969782	1.5773808843257598e-12	ACY1	aminoacylase 1
ENSG00000285043	-1.55477761095893	1.6038019867778398e-12		
ENSG00000275896	1.59904305883969	1.7621211204472298e-12		
ENSG00000140030	-2.96372498789531	2.4173281559992998e-12	GPR65	G protein-coupled receptor 65
ENSG00000135472	4.30911152426558	2.62205092742316e-12	FAIM2	Fas apoptotic inhibitory molecule 2
ENSG00000271503	1.17297095755292	2.72656520470464e-12		
ENSG00000161996	-1.0549085110241	2.9982996961715097e-12	WDR90	WD repeat domain 90
ENSG00000291096	-1.80866876296768	3.1420733252941197e-12		
ENSG00000095932	2.86926112681295	4.226104545993799e-12	SMIM24	small integral membrane protein 24
ENSG00000173227	-1.88275026929643	4.28682892786899e-12	SYT12	synaptotagmin 12
ENSG00000161048	-1.16618029267045	5.23372860923477e-12		
ENSG00000137691	-1.6231675116255	5.255486950950799e-12	CFAP300	cilia and flagella associated protein 300
ENSG00000175567	-1.46873771413478	6.469714570920019e-12	UCP2	uncoupling protein 2
ENSG00000291151	-1.32517838391288	6.4697849349701694e-12	NSUN5P1	NSUN5 pseudogene 1
ENSG00000128274	1.75856797021076	6.64212250111017e-12	A4GALT	alpha 1,4-galactosyltransferase (P blood group)
ENSG00000134339	-1.32391543984191	6.858140892196439e-12	SAA2	serum amyloid A2
ENSG00000166788	1.08043615964061	9.292808775472029e-12	SAAL1	serum amyloid A like 1
ENSG00000170558	-1.97572886720863	1.0531278899127499e-11	CDH2	cadherin 2
ENSG00000288784	-1.16933938127878	1.07211538471298e-11		
ENSG00000115129	1.05614667168386	1.1522485723662299e-11	TP53I3	tumor protein p53 inducible protein 3
ENSG00000185015	-1.37898533387256	1.3413631156181299e-11	CA13	carbonic anhydrase 13
ENSG00000182179	-1.29312439789606	1.3930377739459799e-11	UBA7	ubiquitin like modifier activating enzyme 7
ENSG00000282988	1.85959667760086	1.58892651833534e-11		
ENSG00000172794	1.13082580626382	1.7989592350973097e-11	RAB37	RAB37, member RAS oncogene family
ENSG00000197191	1.55290648769027	1.8161169369033e-11	CYSRT1	cysteine rich tail 1
ENSG00000124788	1.6429951565133	1.85137748543597e-11	ATXN1	ataxin 1
ENSG00000112304	1.16441997871634	2.1352388620699298e-11	ACOT13	acyl-CoA thioesterase 13
ENSG00000196696	-1.47626565249582	2.1541593960783e-11	PDXDC2P-NPIPB14P	PDXDC2P-NPIPB14P readthrough, transcribed pseudogene
ENSG00000185201	1.53541487700131	2.7885626021991897e-11	IFITM2	interferon induced transmembrane protein 2
ENSG00000269190	-1.53893641961171	2.8985287622262796e-11		
ENSG00000106976	-1.3777346882399	2.96349041130709e-11	DNM1	dynamin 1
ENSG00000146399	-1.29120197430165	2.97238203428985e-11	TAAR1	trace amine associated receptor 1
ENSG00000137752	-3.23725765270842	2.9804552210718594e-11	CASP1	caspase 1
ENSG00000137266	1.18106544568186	3.0273881524133095e-11	SLC22A23	solute carrier family 22 member 23
ENSG00000077063	-2.52436955534613	3.2390078756851e-11	CTTNBP2	cortactin binding protein 2
ENSG00000170074	-6.05368687914225	3.33184620594525e-11	FAM153A	family with sequence similarity 153 member A
ENSG00000161682	1.4534659187126	3.78905080282699e-11	FAM171A2	family with sequence similarity 171 member A2
ENSG00000187231	1.26410251732242	4.10933313832564e-11	SESTD1	SEC14 and spectrin domain containing 1
ENSG00000018236	7.7280145505343	4.5789483615403e-11	CNTN1	contactin 1
ENSG00000181085	-2.47165758107708	5.097327786320179e-11	MAPK15	mitogen-activated protein kinase 15
ENSG00000157470	-1.12885688847076	5.1496872396144e-11	FAM81A	family with sequence similarity 81 member A
ENSG00000124215	-1.84045026818876	5.58930996863439e-11	CDH26	cadherin 26
ENSG00000227640	3.675510286594	6.105714486436689e-11	SOX21-AS1	SOX21 antisense divergent transcript 1
ENSG00000103888	2.924104515432	7.455309152696589e-11	CEMIP	cell migration inducing hyaluronidase 1
ENSG00000285722	-3.08255164118594	7.94237756536614e-11		
ENSG00000115602	2.08742253524643	8.58349515529451e-11	IL1RL1	interleukin 1 receptor like 1
ENSG00000166444	-1.80230946128694	8.939399711146069e-11	DENND2B	DENN domain containing 2B
ENSG00000169031	-5.30101544377827	9.699519259171801e-11	COL4A3	collagen type IV alpha 3 chain
ENSG00000158286	-1.49107458163915	1.03590731580724e-10	RNF207	ring finger protein 207
ENSG00000134258	-2.13344399781568	1.11004585545457e-10	VTCN1	V-set domain containing T cell activation inhibitor 1
ENSG00000140400	-1.00916342437852	1.24848748595806e-10	MAN2C1	mannosidase alpha class 2C member 1
ENSG00000169252	-1.42919510033077	1.27389315125658e-10	ADRB2	adrenoceptor beta 2
ENSG00000074219	1.58176882050114	1.52231287265516e-10	TEAD2	TEA domain transcription factor 2
ENSG00000124635	1.62123362267907	1.59745371054904e-10	H2BC11	H2B clustered histone 11
ENSG00000114115	-1.46747731975314	1.61513351375175e-10	RBP1	retinol binding protein 1
ENSG00000139990	1.02114223711788	1.87231067005931e-10	DCAF5	DDB1 and CUL4 associated factor 5
ENSG00000171914	1.09450884987491	2.01750430522983e-10	TLN2	talin 2
ENSG00000256500	1.29905836802656	2.09725345515077e-10		
ENSG00000135363	1.48624267551968	2.37063829453509e-10	LMO2	LIM domain only 2
ENSG00000198502	-3.93457019551577	2.64835599669096e-10	HLA-DRB5	major histocompatibility complex, class II, DR beta 5
ENSG00000144481	-2.9111715574021	2.92977343407166e-10	TRPM8	transient receptor potential cation channel subfamily M member 8
ENSG00000178934	7.55595788647846	3.2636008962803703e-10		
ENSG00000157856	-7.5260068699754	3.43065928235393e-10	DRC1	dynein regulatory complex subunit 1
ENSG00000205628	-4.41586842429213	4.26896078372292e-10	LINC01446	long intergenic non-protein coding RNA 1446
ENSG00000115425	-1.10649935327105	4.37917945822731e-10	PECR	peroxisomal trans-2-enoyl-CoA reductase
ENSG00000115594	-1.11693791103492	4.42956087003656e-10	IL1R1	interleukin 1 receptor type 1
ENSG00000170542	1.23401958577579	4.57201984207679e-10	SERPINB9	serpin family B member 9
ENSG00000182326	-1.43555518219098	6.20691410033998e-10	C1S	complement C1s
ENSG00000196782	1.09542980585912	7.92604306285462e-10	MAML3	mastermind like transcriptional coactivator 3
ENSG00000291105	-4.85027538944368	7.99672235558614e-10		
ENSG00000169851	1.13013229858767	8.49495102775905e-10	PCDH7	protocadherin 7
ENSG00000126603	-1.21256856019387	9.00661783633968e-10		
ENSG00000024422	1.08569161299168	9.69739702945502e-10	EHD2	EH domain containing 2
ENSG00000198223	-3.36204476452555	1.03517929126476e-09		
ENSG00000270885	-1.30708540957884	1.1680289279736802e-09	RASL10B	RAS like family 10 member B
ENSG00000139209	-1.43322879929402	1.2224794319629402e-09	SLC38A4	solute carrier family 38 member 4
ENSG00000265190	-2.08204881205202	1.22558132310757e-09	ANXA8	annexin A8
ENSG00000135362	-2.46972867416979	1.33039712964408e-09	PRR5L	proline rich 5 like
ENSG00000180596	1.83870127947552	1.3833889443691502e-09	H2BC4	H2B clustered histone 4
ENSG00000152763	-2.59459637434609	1.41586736001097e-09	DNAI4	dynein axonemal intermediate chain 4
ENSG00000144820	-2.72626335433564	1.6103419996671101e-09	ADGRG7	adhesion G protein-coupled receptor G7
ENSG00000204410	-1.48370945118033	1.7344343665804602e-09	MSH5	mutS homolog 5
ENSG00000129048	-3.02826483277972	1.85956641405104e-09	ACKR4	atypical chemokine receptor 4
ENSG00000109610	-2.41814071430104	1.8673538389697e-09	SOD3	superoxide dismutase 3
ENSG00000106479	-1.46629717927974	1.9534424708592e-09	ZNF862	zinc finger protein 862
ENSG00000274512	-1.625776966425	2.10441545330259e-09		
ENSG00000069482	1.18976215585367	2.3066157456228802e-09	GAL	galanin and GMAP prepropeptide
ENSG00000100154	-1.35927644129417	2.3343365941956403e-09	TTC28	tetratricopeptide repeat domain 28
ENSG00000269906	1.45965461977805	2.7423297895481403e-09		novel transcript, sense intronic to SAV1
ENSG00000111799	-1.20137089240636	2.8872051644972904e-09	COL12A1	collagen type XII alpha 1 chain
ENSG00000273294	-7.64605968104965	2.88857291436059e-09	C1QTNF3-AMACR	C1QTNF3-AMACR readthrough (NMD candidate)
ENSG00000179082	-4.16040320900837	2.90898268362939e-09	LINC02913	long intergenic non-protein coding RNA 2913
ENSG00000131016	1.16367552246026	2.95759203077745e-09	AKAP12	A-kinase anchoring protein 12
ENSG00000179583	-2.33592357969451	2.9984178090141203e-09	CIITA	class II major histocompatibility complex transactivator
ENSG00000143147	1.88791437195401	3.03094819384151e-09	GPR161	G protein-coupled receptor 161
ENSG00000154856	1.4143171176034	3.21689114663564e-09	APCDD1	APC down-regulated 1
ENSG00000174672	1.13507257276598	3.2403766209536104e-09		
ENSG00000157212	-1.74607917506299	3.5607037498073905e-09	PAXIP1	PAX interacting protein 1
ENSG00000163945	-1.09471931570082	3.6169532281010304e-09	UVSSA	UV stimulated scaffold protein A
ENSG00000181315	1.05359561515856	3.7019276740566505e-09	ZNF322	zinc finger protein 322
ENSG00000102962	3.53682564443804	4.02958799547764e-09	CCL22	C-C motif chemokine ligand 22
ENSG00000187498	-3.41306924502389	4.0408281982511e-09	COL4A1	collagen type IV alpha 1 chain
ENSG00000100228	-1.57343167677654	4.376402923058641e-09	RAB36	RAB36, member RAS oncogene family
ENSG00000171227	1.12924301766015	4.5354637527034905e-09	TMEM37	transmembrane protein 37
ENSG00000177614	-1.06057240678102	4.946913870971691e-09	PGBD5	piggyBac transposable element derived 5
ENSG00000143590	1.29731909458484	4.9824721924235305e-09	EFNA3	ephrin A3
ENSG00000049089	-1.08185140148667	5.217083068457761e-09	COL9A2	collagen type IX alpha 2 chain
ENSG00000069535	1.62633228522455	5.3169253397032e-09	MAOB	monoamine oxidase B
ENSG00000291166	-5.32313210645662	5.524730337467811e-09		
ENSG00000158427	-3.48494201010306	5.7536558288248506e-09	TMSB15B	thymosin beta 15B
ENSG00000088970	1.60565488627964	6.079182855259881e-09	KIZ	kizuna centrosomal protein
ENSG00000166289	-1.02207305498769	6.39604018336868e-09	PLEKHF1	pleckstrin homology and FYVE domain containing 1
ENSG00000274272	-1.74970468557507	6.414216376761911e-09		
ENSG00000284946	-1.08954344377693	7.453639265448731e-09		
ENSG00000231574	-1.40212952566446	7.523927242825071e-09	LINC02015	long intergenic non-protein coding RNA 2015
ENSG00000197635	2.13947531876027	8.43817908986444e-09	DPP4	dipeptidyl peptidase 4
ENSG00000231013	-2.76542058860108	8.99656460092352e-09	SCTR-AS1	SCTR antisense RNA 1
ENSG00000095739	1.09589811912479	9.44863194015524e-09	BAMBI	BMP and activin membrane bound inhibitor
ENSG00000159082	-1.31707281467186	9.95440643552654e-09	SYNJ1	synaptojanin 1
ENSG00000176697	-1.72511317681989	1.00516153064614e-08	BDNF	brain derived neurotrophic factor
ENSG00000253187	7.33590674301108	1.05708719462499e-08	HOXA10-AS	HOXA10 antisense RNA
ENSG00000135473	-1.09172036069455	1.22358670574011e-08	PAN2	poly(A) specific ribonuclease subunit PAN2
ENSG00000186469	-2.44573431350611	1.249343946365e-08	GNG2	G protein subunit gamma 2
ENSG00000257335	-2.52769843720554	1.25277312718739e-08	MGAM	maltase-glucoamylase
ENSG00000127863	-1.48856294788923	1.35201909424239e-08	TNFRSF19	TNF receptor superfamily member 19
ENSG00000106031	1.1447403256464	1.45792009591605e-08	HOXA13	homeobox A13
ENSG00000149294	-7.380684941213	1.68719529713902e-08	NCAM1	neural cell adhesion molecule 1
ENSG00000176678	1.04202633064538	1.87671656538901e-08	FOXL1	forkhead box L1
ENSG00000169020	-1.07779129816107	1.91674493870637e-08	ATP5ME	ATP synthase membrane subunit e
ENSG00000013297	-1.41406122244364	1.91916558466099e-08	CLDN11	claudin 11
ENSG00000271447	1.07468771403771	2.08819846607628e-08		
ENSG00000179314	5.79031953762079	2.089549571221e-08	WSCD1	WSC domain containing 1
ENSG00000249437	-1.21154530193817	2.11163690670451e-08		
ENSG00000223812	-3.20169198184898	2.13344657362784e-08	PYDC2-AS1	PYDC2 antisense RNA 1
ENSG00000119661	1.05410728933207	2.19209184763513e-08	DNAL1	dynein axonemal light chain 1
ENSG00000170099	-2.99821154109592	2.31610330238481e-08		
ENSG00000165556	1.26073709362109	2.34191902662687e-08	CDX2	caudal type homeobox 2
ENSG00000158486	-1.81797658549561	2.39279833652436e-08	DNAH3	dynein axonemal heavy chain 3
ENSG00000137274	1.14999874938666	2.54436047374595e-08	BPHL	biphenyl hydrolase like
ENSG00000124507	-2.1586931651861	2.60385637768119e-08	PACSIN1	protein kinase C and casein kinase substrate in neurons 1
ENSG00000134321	1.40570105524866	2.7606197077107e-08	RSAD2	radical S-adenosyl methionine domain containing 2
ENSG00000260804	-1.43125114091324	2.76690416728259e-08	LINC01963	long intergenic non-protein coding RNA 1963
ENSG00000176907	1.14834369932392	2.85169727207701e-08	TCIM	transcriptional and immune response regulator
ENSG00000212747	-6.41893112656385	2.910008364194e-08	RTL8B	retrotransposon Gag like 8B
ENSG00000104447	1.49034272993513	2.93009298392508e-08	TRPS1	transcriptional repressor GATA binding 1
ENSG00000043591	2.58894356074045	2.96334376590909e-08	ADRB1	adrenoceptor beta 1
ENSG00000172367	-3.11810031529558	2.96334376590909e-08	NHERF4	NHERF family PDZ scaffold protein 4
ENSG00000149557	-1.35652783914053	3.04303114007173e-08	FEZ1	fasciculation and elongation protein zeta 1
ENSG00000107821	1.57695660933778	3.32308222382142e-08	KAZALD1	Kazal type serine peptidase inhibitor domain 1
ENSG00000068615	1.27511017885101	3.33597384891922e-08	REEP1	receptor accessory protein 1
ENSG00000133619	-1.18566427041667	3.71671144916769e-08	KRBA1	KRAB-A domain containing 1
ENSG00000188428	1.26217782498485	3.90757307548221e-08	BLOC1S5	biogenesis of lysosomal organelles complex 1 subunit 5
ENSG00000198873	1.37738150751198	4.09233012985931e-08	GRK5	G protein-coupled receptor kinase 5
ENSG00000154556	-1.52861499559776	4.35556173336273e-08	SORBS2	sorbin and SH3 domain containing 2
ENSG00000290682	-1.1482410936245	4.47986665837887e-08	STAG3L5P	STAG3 cohesin complex component like 5, pseudogene
ENSG00000153930	-2.48871371365025	4.60832145679247e-08	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1
ENSG00000102879	2.21031188796261	4.84123904432066e-08	CORO1A	coronin 1A
ENSG00000259583	-1.12254887933854	4.98337970112708e-08	ALDH1A3-AS1	ALDH1A3 antisense RNA 1
ENSG00000185432	-1.24001836993746	5.15806138211962e-08	TMT1A	thiol methyltransferase 1A
ENSG00000012504	-1.89964211062608	5.54064799761339e-08	NR1H4	nuclear receptor subfamily 1 group H member 4
ENSG00000096654	1.34395547476438	5.70328540244723e-08	ZNF184	zinc finger protein 184
ENSG00000129595	-2.29150503647785	5.98205417535844e-08	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A
ENSG00000113327	-2.92365431311434	6.28693916725615e-08	GABRG2	gamma-aminobutyric acid type A receptor subunit gamma2
ENSG00000139292	1.91684288013555	6.43855421607384e-08	LGR5	leucine rich repeat containing G protein-coupled receptor 5
ENSG00000073910	-1.15899977934881	6.62495132625809e-08	FRY	FRY microtubule binding protein
ENSG00000127419	-1.71222254257903	7.19544926907902e-08	TMEM175	transmembrane protein 175
ENSG00000153294	-1.97964303099271	8.14912431672163e-08	ADGRF4	adhesion G protein-coupled receptor F4
ENSG00000152953	-2.87179261600876	9.43143756676266e-08	STK32B	serine/threonine kinase 32B
ENSG00000146021	-1.11269088994281	9.77802385801742e-08	KLHL3	kelch like family member 3
ENSG00000109472	1.38022622375503	9.83367452275353e-08	CPE	carboxypeptidase E
ENSG00000108691	-1.68887851851167	9.99754767679242e-08	CCL2	C-C motif chemokine ligand 2
ENSG00000110651	-1.77421447060734	1.0321244084434e-07	CD81	CD81 molecule
ENSG00000145536	-3.41551930173703	1.0321244084434e-07	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16
ENSG00000137285	1.80092318306431	1.22751779699304e-07	TUBB2B	tubulin beta 2B class IIb
ENSG00000261305	-3.13994767902808	1.37035998606493e-07		novel transcript, overlapping LRRC61
ENSG00000139874	1.19559848744166	1.41409914849815e-07	SSTR1	somatostatin receptor 1
ENSG00000205560	-1.18518705439482	1.42528625599635e-07	CPT1B	carnitine palmitoyltransferase 1B
ENSG00000127415	-1.3559887201863	1.49947871904257e-07	IDUA	alpha-L-iduronidase
ENSG00000244128	-2.73646834786108	1.78040680469136e-07	LINC01322	long intergenic non-protein coding RNA 1322
ENSG00000165521	1.39843952841944	1.80343686678023e-07	EML5	EMAP like 5
ENSG00000135917	-1.32351759468106	1.83609313354267e-07	SLC19A3	solute carrier family 19 member 3
ENSG00000158055	-1.04745822954537	2.03473491517577e-07	GRHL3	grainyhead like transcription factor 3
ENSG00000008735	-1.12761168370923	2.15921801524703e-07	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2
ENSG00000169752	-1.46950546479184	2.31743442445223e-07	NRG4	neuregulin 4
ENSG00000176692	1.68628558372254	2.3400494846864e-07	FOXC2	forkhead box C2
ENSG00000180011	1.03885276448511	2.42099788109546e-07	PTGR3	prostaglandin reductase 3
ENSG00000003096	2.10512499781796	2.70823963415564e-07	KLHL13	kelch like family member 13
ENSG00000143167	3.39111255561652	2.79985606259203e-07	GPA33	glycoprotein A33
ENSG00000089472	6.33446058405108	2.96506893848154e-07	HEPH	hephaestin
ENSG00000290832	-1.20581207185584	3.31159207384225e-07		
ENSG00000183688	1.60011869836815	3.42201403483498e-07		
ENSG00000212939	-2.77393753611983	3.43901738480231e-07		
ENSG00000244649	-2.21959635728408	3.50340222299257e-07	LINC02086	long intergenic non-protein coding RNA 2086
ENSG00000214376	1.23949298735013	3.77933025093883e-07	VSTM5	V-set and transmembrane domain containing 5
ENSG00000181458	-1.13811597421529	3.87928612231416e-07	TMEM45A	transmembrane protein 45A
ENSG00000284820	-2.14138526229992	3.91388127608189e-07		
ENSG00000068078	-1.13186307700963	3.96843939908747e-07	FGFR3	fibroblast growth factor receptor 3
ENSG00000204397	-2.64275513008142	3.98510360565255e-07	CARD16	caspase recruitment domain family member 16
ENSG00000183833	-2.01316826101119	4.02072775291805e-07	CFAP91	cilia and flagella associated protein 91
ENSG00000166813	-1.02215352671315	4.16995576344599e-07	KIF7	kinesin family member 7
ENSG00000169026	4.86722887930025	4.28329075906103e-07	SLC49A3	solute carrier family 49 member 3
ENSG00000119782	1.71072933511654	4.53015309529733e-07	FKBP1B	FKBP prolyl isomerase 1B
ENSG00000151388	-3.82188032128654	4.96952832582997e-07		
ENSG00000150556	-1.24421235907753	5.12567346107938e-07	LYPD6B	LY6/PLAUR domain containing 6B
ENSG00000247134	-1.83889943363713	5.13258187231834e-07		
ENSG00000137364	1.1138052273802	5.23640658909084e-07	TPMT	thiopurine S-methyltransferase
ENSG00000182901	-3.10120505122033	5.50533989197528e-07	RGS7	regulator of G protein signaling 7
ENSG00000114378	1.66309309002062	5.84817534013004e-07	HYAL1	hyaluronidase 1
ENSG00000139055	-1.46007168179081	6.04338676116695e-07	ERP27	endoplasmic reticulum protein 27
ENSG00000248727	-1.51564175059014	6.11109977376363e-07	LINC01948	long intergenic non-protein coding RNA 1948
ENSG00000010810	2.21453229555573	6.16442657532096e-07	FYN	FYN proto-oncogene, Src family tyrosine kinase
ENSG00000182986	-1.70579853473499	6.39080046018167e-07	ZNF320	zinc finger protein 320
ENSG00000204257	-1.06941684482334	6.73328566950661e-07	HLA-DMA	major histocompatibility complex, class II, DM alpha
ENSG00000134627	-1.27251669763603	6.8757434173934e-07	PIWIL4	piwi like RNA-mediated gene silencing 4
ENSG00000171621	1.00245398495377	6.98314106763461e-07	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
ENSG00000133019	-2.19681181850315	7.12779396765738e-07	CHRM3	cholinergic receptor muscarinic 3
ENSG00000198064	-1.23333193117236	7.51224875433886e-07	NPIPB13	nuclear pore complex interacting protein family, member B13
ENSG00000187486	1.76351962666181	7.56611307634686e-07	KCNJ11	potassium inwardly rectifying channel subfamily J member 11
ENSG00000233806	-3.04846711184806	8.01923627381312e-07		
ENSG00000080493	-1.03243564076798	8.45366716790963e-07	SLC4A4	solute carrier family 4 member 4
ENSG00000169330	-1.3953079035056	8.67757188450707e-07	MINAR1	membrane integral NOTCH2 associated receptor 1
ENSG00000265479	-1.43268710008864	8.80852586542291e-07	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene
ENSG00000133805	-1.37741509546695	9.79851120669289e-07	AMPD3	adenosine monophosphate deaminase 3
